quarter,UKLFWA_pess,UKLFWA_cent,UKLFWA_opti,UKC_pess,UKC_cent,UKC_opti
1,-19.806277713686878,-17.8540890871062,-15.77846259836135,-1.874778923913752,-1.3799973079040462,-0.9576766084438646
